Amount,Description,Transaction_ID
1499203.0,VAT Opening (Sale) - PBZ-23-05609 - BIOMASS CONCEPT S.L,995
1769794.0,VAT Opening (Sale) - PBZ-23-05610 - Cargill Poland Sp. z o.o.,996
19268694.0,VAT Opening (Sale) - PBZ-23-05843 - R&B Agri Gmbh,997
7146879.0,VAT Opening (Sale) - PBZ-23-05870 - R&B Agri Gmbh,998
4405112.0,VAT Opening (Sale) - PBZ-23-05918 - R&B Agri Gmbh,999
324945739.0,VAT Opening (Sale) - PBZ-23-05964 - EDF Trading Europe Limited,1000
532969969.0,VAT Opening (Sale) - PBZ-23-05968 - CAVIRO Extra S.p.A. con s.u.,1001
371840087.0,VAT Opening (Sale) - PBZ-23-05974 - DISTILLERIE MAZZARI S.P.A.,1002
6012587.0,"VAT Opening (Sale) - PBZ-23-06033 - Mraz Agro CZ, s.r.o.",1003
6963466.0,VAT Opening (Sale) - PBZ-23-05062 - Skretting Italia,1004
341210617.0,VAT Opening (Sale) - PBZ-23-05966 - Varo Energy Marketing AG,1005
1719953.0,VAT Opening (Sale) - PBZ-23-05996 - ZUMA TRADING s.r.o.,1006
2382619.0,VAT Opening (Sale) - PBZ-23-06016 - RMK TRADING s.r.o.,1007
1538848.0,VAT Opening (Sale) - PBZ-23-06031 - AGRICOLA UTVINIS SRL,1008
607529.0,VAT Opening (Sale) - PBZ-23-06044 - Anton Knoll Rohstoffe GmbH & Co. KG,1009
39075773.0,VAT Opening (Sale) - PBZ-23-06168 - Varo Energy Marketing AG,1010
232737779.0,VAT Opening (Sale) - PBZ-23-05963 - Mitsui & Co. Deutschland GmbH,1011
2742093.0,VAT Opening (Sale) - PBZ-23-06128 - PHU Agrovet Andrzej Konopka,1012
5884037.0,VAT Opening (Sale) - PBZ-23-06132 - Castoria Group ou,1013
340857715.0,VAT Opening (Sale) - PBZ-23-05661 - OMV Downstream GmbH,1014
13388869.0,VAT Opening (Sale) - PBZ-23-05855 - Occasio d.o.o.,1015
884367.0,VAT Opening (Sale) - PBZ-23-05905 - Occasio d.o.o.,1016
7127355.0,VAT Opening (Sale) - PBZ-23-05916 - Perutnina Ptuj d.o.o.,1017
1683774.0,"VAT Opening (Sale) - PBZ-23-06134 - PPHU ""RAFF"" Rafal Blaszczyk",1018
5809294.0,VAT Opening (Sale) - PBZ-23-06135 - Marvesa Oils and Fats B.V,1019
394240283.0,VAT Opening (Sale) - PBZ-23-05965 - Kraul & Wilkening u. Stelling GmbH,1020
47097595.0,VAT Opening (Sale) - PBZ-23-06167 - Kraul & Wilkening u. Stelling GmbH,1021
36602997.0,VAT Opening (Sale) - PBZ-23-05931 - R&B Agri Gmbh,1022
43238250.0,VAT Opening (Sale) - PBZ-23-05932 - R&B Agri Gmbh,1023
69181200.0,VAT Opening (Sale) - PBZ-23-05933 - R&B Agri Gmbh,1024
2116792.0,"VAT Opening (Sale) - PBZ-23-06129 - Agrorama, s.r.o",1025
2105023.0,VAT Opening (Sale) - PBZ-23-06131 - EJ ZAMOJTUK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCI,1026
657250.0,VAT Opening (Sale) - PBZ-23-05754 - Compag Handels GmbH,1027
2043325.0,VAT Opening (Sale) - PBZ-23-05755 - Compag Handels GmbH,1028
716502.0,VAT Opening (Sale) - PBZ-23-05762 - Compag Handels GmbH,1029
4911648.0,VAT Opening (Sale) - PBZ-23-05765 - BIO-ELEKT D.O.O.,1030
7280313.0,VAT Opening (Sale) - PBZ-23-05770 - Cargill Poland Sp. z o.o.,1031
3931378.0,VAT Opening (Sale) - PBZ-23-05774 - BIO-ELEKT D.O.O.,1032
10738172.0,VAT Opening (Sale) - PBZ-23-05877 - Tracomex BV,1033
381011579.0,VAT Opening (Sale) - PBZ-23-05937 - Kraul & Wilkening u. Stelling GmbH,1034
4542384.0,VAT Opening (Sale) - PBZ-23-05949 - Kraul & Wilkening u. Stelling GmbH,1035
393523420.0,VAT Opening (Sale) - PBZ-23-05967 - Kraul & Wilkening u. Stelling GmbH,1036
6648883.0,VAT Opening (Sale) - PBZ-23-05982 - Borsari E & C SRL,1037
1812929.0,VAT Opening (Sale) - PBZ-23-05983 - BayWa Ag,1038
2153827.0,VAT Opening (Sale) - PBZ-23-05984 - BayWa Ag,1039
22412657.0,VAT Opening (Sale) - PBZ-23-06059 - Borsari E & C SRL,1040
16399522.0,VAT Opening (Sale) - PBZ-23-06060 - Borsari E & C SRL,1041
18912956.0,VAT Opening (Sale) - PBZ-23-06062 - Borsari E & C SRL,1042
2056384.0,VAT Opening (Sale) - PBZ-23-06083 - BayWa Ag,1043
98671004.0,"VAT Opening (Sale) - PBZ-23-06085 - Cereales Y Harinas Garsan ,SL",1044
8281305.0,"VAT Opening (Sale) - PBZ-23-06130 - LÍPIDOS SANTIGA, S.A.",1045
15102201.0,VAT Opening (Sale) - PBZ-23-06138 - AMF Life Mateusz Wróbel,1046
3607213.0,VAT Opening (Sale) - PBZ-23-06139 - AMF Life Mateusz Wróbel,1047
298293643.0,VAT Opening (Sale) - PBZ-23-06154 - LYONDELL CHEMIE NEDERLAND B.V.,1048
41977178.0,VAT Opening (Sale) - PBZ-23-06166 - Kraul & Wilkening u. Stelling GmbH,1049
47011957.0,VAT Opening (Sale) - PBZ-23-06169 - Kraul & Wilkening u. Stelling GmbH,1050
5712873.0,VAT Opening (Sale) - PBZ-23-05155 - Skretting Italia,1051
12213248.0,VAT Opening (Sale) - PBZ-23-05846 - PROVIMI ROMANIA SRL,1052
298263470.0,VAT Opening (Sale) - PBZ-23-06155 - Varo Energy Marketing AG,1053
6992109.0,VAT Opening (Sale) - PBZ-23-05990 - R&B Agri Gmbh,1054
7122962.0,VAT Opening (Sale) - PBZ-23-06006 - R&B Agri Gmbh,1055
8333440.0,VAT Opening (Sale) - PBZ-23-06022 - R&B Agri Gmbh,1056
7528834.0,VAT Opening (Sale) - PBZ-23-06151 - BioRaffinerie Mureck GmbH,1057
406031691.0,VAT Opening (Sale) - PBZ-23-05825 - Petrotel - Lukoil S.A.,1058
101773913.0,VAT Opening (Sale) - PBZ-23-06164 - Petrotel - Lukoil S.A.,1059
3909940.0,VAT Opening (Sale) - PBZ-23-06003 - Occasio d.o.o.,1060
11340352.0,VAT Opening (Sale) - PBZ-23-06004 - Occasio d.o.o.,1061
968948.0,VAT Opening (Sale) - PBZ-23-06043 - Occasio d.o.o.,1062
7131668.0,VAT Opening (Sale) - PBZ-23-06045 - Perutnina Ptuj d.o.o.,1063
3223106.0,VAT Opening (Sale) - PBZ-23-06124 - Borsari E & C SRL,1064
7397920.0,VAT Opening (Sale) - PBZ-23-06133 - Starck International B.V,1065
738971.0,VAT Opening (Sale) - PBZ-23-05852 - Compag Handels GmbH,1066
1669650.0,VAT Opening (Sale) - PBZ-23-05865 - BIOMASS CONCEPT S.L,1067
764375.0,VAT Opening (Sale) - PBZ-23-05889 - Compag Handels GmbH,1068
9965167.0,VAT Opening (Sale) - PBZ-23-05894 - BIO-ELEKT D.O.O.,1069
9712272.0,VAT Opening (Sale) - PBZ-23-05898 - Compag Handels GmbH,1070
9153825.0,VAT Opening (Sale) - PBZ-23-05920 - Cargill Poland Sp. z o.o.,1071
5756103.0,VAT Opening (Sale) - PBZ-23-05280 - Skretting Italia,1072
8208077.0,VAT Opening (Sale) - PBZ-23-05999 - PROVIMI ROMANIA SRL,1073
2307383.0,VAT Opening (Sale) - PBZ-23-06040 - PROVIMI ROMANIA SRL,1074
12564679.0,VAT Opening (Sale) - PBZ-23-06125 - R&B Agri Gmbh,1075
348529747.0,VAT Opening (Sale) - PBZ-23-06079 - OMV Downstream GmbH,1076
40268277.0,VAT Opening (Sale) - PBZ-23-06173 - OMV Downstream GmbH,1077
361296416.0,VAT Opening (Sale) - PBZ-23-05969 - Petrotel - Lukoil S.A.,1078
949025.0,VAT Opening (Sale) - PBZ-23-06120 - Occasio d.o.o.,1079
3909851.0,VAT Opening (Sale) - PBZ-23-06126 - Occasio d.o.o.,1080
1908139.0,VAT Opening (Sale) - PBZ-23-06127 - Occasio d.o.o.,1081
41954690.0,VAT Opening (Sale) - PBZ-23-06170 - Petrotel - Lukoil S.A.,1082
486018697.0,VAT Opening (Sale) - PBZ-23-06152 - OMV Petrom S.A.,1083
309381477.0,VAT Opening (Sale) - PBZ-23-06153 - S.C. Rompetrol Rafinare SA,1084
5779040.0,VAT Opening (Sale) - PBZ-23-05423 - Skretting Italia,1085
6863345.0,VAT Opening (Sale) - PBZ-23-05437 - Skretting Italia,1086
821125.0,VAT Opening (Sale) - PBZ-23-05989 - Compag Handels GmbH,1087
3904594.0,VAT Opening (Sale) - PBZ-23-05993 - Compag Handels GmbH,1088
1596202.0,VAT Opening (Sale) - PBZ-23-05994 - BIOMASS CONCEPT S.L,1089
9258400.0,VAT Opening (Sale) - PBZ-23-05998 - Cargill Poland Sp. z o.o.,1090
11387700.0,VAT Opening (Sale) - PBZ-23-06032 - BIO-ELEKT D.O.O.,1091
730364.0,VAT Opening (Sale) - PBZ-23-06049 - Compag Handels GmbH,1092
361669.0,VAT Opening (Sale) - PBZ-23-06058 - Compag Handels GmbH,1093
380426607.0,VAT Opening (Sale) - PBZ-23-05970 - Petrotel - Lukoil S.A.,1094
44176136.0,VAT Opening (Sale) - PBZ-23-06171 - Petrotel - Lukoil S.A.,1095
302357270.0,VAT Opening (Sale) - PBZ-23-06157 - OMV Downstream GmbH,1096
6968528.0,VAT Opening (Sale) - PBZ-23-05526 - Skretting Italia,1097
8363081.0,VAT Opening (Sale) - PBZ-23-06119 - BIO-ELEKT D.O.O.,1098
510543.0,VAT Opening (Sale) - PBZ-23-06123 - Compag Handels GmbH,1099
5819194.0,VAT Opening (Sale) - PBZ-23-05758 - Skretting Italia,1100
6985377.0,VAT Opening (Sale) - PBZ-23-05801 - Skretting Italia,1101
2088076.0,VAT Opening (Sale) - PBZ-23-05934 - De Heus doo Sabac,1102
2088076.0,VAT Opening (Sale) - PBZ-23-05936 - De Heus doo Sabac,1103
287350.0,VAT Opening (Sale) - PBZ-23-06147 - De Heus doo Sabac,1104
287350.0,VAT Opening (Sale) - PBZ-23-06148 - De Heus doo Sabac,1105
7228438.0,VAT Opening (Sale) - PBZ-23-05621 - Perastra D.O.O.,1106
1941058.0,VAT Opening (Sale) - PBZ-23-05622 - Perastra D.O.O.,1107
1949885.0,VAT Opening (Sale) - PBZ-23-05653 - Perastra D.O.O.,1108
1949885.0,VAT Opening (Sale) - PBZ-23-05654 - Perastra D.O.O.,1109
1965497.0,VAT Opening (Sale) - PBZ-23-05657 - Perastra D.O.O.,1110
1917101.0,VAT Opening (Sale) - PBZ-23-05658 - Perastra D.O.O.,1111
1862460.0,VAT Opening (Sale) - PBZ-23-05666 - Perastra D.O.O.,1112
1860899.0,VAT Opening (Sale) - PBZ-23-05667 - Perastra D.O.O.,1113
2077644.0,VAT Opening (Sale) - PBZ-23-06078 - De Heus doo Sabac,1114
285914.0,VAT Opening (Sale) - PBZ-23-06149 - De Heus doo Sabac,1115
2077644.0,VAT Opening (Sale) - PBZ-23-06086 - De Heus doo Sabac,1116
285914.0,VAT Opening (Sale) - PBZ-23-06150 - De Heus doo Sabac,1117
7301693.0,VAT Opening (Sale) - PBZ-23-05808 - Perastra D.O.O.,1118
759172.0,VAT Opening (Sale) - PBZ-23-05816 - Perastra D.O.O.,1119
1904009.0,VAT Opening (Sale) - PBZ-23-05817 - Perastra D.O.O.,1120
1902489.0,VAT Opening (Sale) - PBZ-23-05818 - Perastra D.O.O.,1121
6668437.0,VAT Opening (Sale) - PBZ-23-05819 - Perastra D.O.O.,1122
1896411.0,VAT Opening (Sale) - PBZ-23-05820 - Perastra D.O.O.,1123
759172.0,VAT Opening (Sale) - PBZ-23-05821 - Perastra D.O.O.,1124
1867501.0,VAT Opening (Sale) - PBZ-23-05822 - Perastra D.O.O.,1125
190649020.0,VAT Opening (Sale) - PBZ-23-05321 - Commodity Service Ltd.,1126
118243003.0,VAT Opening (Sale) - PBZ-23-05975 - Commodity Service Ltd.,1127
7013399.0,VAT Opening (Sale) - PBZ-23-05945 - Perastra D.O.O.,1128
1912285.0,VAT Opening (Sale) - PBZ-23-05957 - Perastra D.O.O.,1129
1912285.0,VAT Opening (Sale) - PBZ-23-05958 - Perastra D.O.O.,1130
1912285.0,VAT Opening (Sale) - PBZ-23-05959 - Perastra D.O.O.,1131
1821866.0,VAT Opening (Sale) - PBZ-23-05960 - Perastra D.O.O.,1132
1899230.0,VAT Opening (Sale) - PBZ-23-05961 - Perastra D.O.O.,1133
763177.0,VAT Opening (Sale) - PBZ-23-05962 - Perastra D.O.O.,1134
6846807.0,VAT Opening (Sale) - PBZ-23-05971 - Perastra D.O.O.,1135
1829836.0,VAT Opening (Sale) - PBZ-23-05973 - Perastra D.O.O.,1136
83765502.0,VAT Opening (Sale) - PBZ-23-05577 - Commodity Service Ltd.,1137
83765502.0,VAT Opening (Sale) - PBZ-23-05615 - Commodity Service Ltd.,1138
78795264.0,VAT Opening (Sale) - PBZ-23-06084 - Commodity Service Ltd.,1139
83765502.0,VAT Opening (Sale) - PBZ-23-05616 - Commodity Service Ltd.,1140
6711960.0,VAT Opening (Sale) - PBZ-23-06027 - Perastra D.O.O.,1141
748406.0,VAT Opening (Sale) - PBZ-23-06087 - Perastra D.O.O.,1142
6678687.0,VAT Opening (Sale) - PBZ-23-06088 - Perastra D.O.O.,1143
1782750.0,VAT Opening (Sale) - PBZ-23-06089 - Perastra D.O.O.,1144
749024.0,VAT Opening (Sale) - PBZ-23-06090 - Perastra D.O.O.,1145
3475736.0,VAT Opening (Sale) - PBZ-23-05851 - Agromarkt Kft ,1146
2408568.0,VAT Opening (Sale) - PBZ-23-05885 - All Feed Kft.,1147
1145743.0,VAT Opening (Sale) - PBZ-23-05913 - Gyulai Agrár Zrt.,1148
10029952.0,VAT Opening (Sale) - PBZ-23-05921 - Zala-Cereália Kft.,1149
3257499.0,VAT Opening (Sale) - PBZ-23-05928 - Ádány-Farm Kft,1150
3156204.0,VAT Opening (Sale) - PBZ-23-06069 - Ádány-Farm Kft,1151
2241906.0,VAT Opening (Sale) - PBZ-23-06070 - Ádány-Farm Kft,1152
1101954.0,VAT Opening (Sale) - PBZ-23-06071 - Ádány-Farm Kft,1153
9858248.0,VAT Opening (Sale) - PBZ-23-05856 - Y Takarmányipari Kft,1154
9669272.0,VAT Opening (Sale) - PBZ-23-05859 - Palotabozsoki Zrt,1155
3526384.0,VAT Opening (Sale) - PBZ-23-05882 - Olivia Kft.,1156
459435.0,VAT Opening (Sale) - PBZ-23-05897 - Trans Injekt Kft.,1157
11965305.0,VAT Opening (Sale) - PBZ-23-05900 - Encorn Trade Kft.,1158
756818.0,VAT Opening (Sale) - PBZ-23-05910 - ZÖLDFORRÁS ENERGIA KFT.,1159
3285033.0,VAT Opening (Sale) - PBZ-23-05924 - J.O.B.-Feed Takarmányozási és Tanácsadó Kft.,1160
2694635.0,VAT Opening (Sale) - PBZ-23-05925 - J.O.B.-Feed Takarmányozási és Tanácsadó Kft.,1161
6462400.0,VAT Opening (Sale) - PBZ-23-05533 - Déli-Farm Kft.,1162
1174062.0,VAT Opening (Sale) - PBZ-23-05535 - Déli-Farm Kft.,1163
1144250.0,VAT Opening (Sale) - PBZ-23-05541 - Déli-Farm Kft.,1164
906272.0,VAT Opening (Sale) - PBZ-23-05544 - Voltrack Energy Kft.,1165
12039987.0,VAT Opening (Sale) - PBZ-23-05584 - Bonafarm-Bábolna Takarmány Kft.,1166
4086162.0,VAT Opening (Sale) - PBZ-23-05588 - KEL-FEDER ZRT.,1167
3756233.0,VAT Opening (Sale) - PBZ-23-05715 - Duynie Kft.,1168
2821678.0,VAT Opening (Sale) - PBZ-23-05746 - Duynie Kft.,1169
3057754.0,VAT Opening (Sale) - PBZ-23-05223 - Agrofeed Kft.,1170
19859793.0,VAT Opening (Sale) - PBZ-23-05230 - Neofeed Kft.,1171
6121781.0,VAT Opening (Sale) - PBZ-23-05248 - Agrofeed Kft.,1172
3021076.0,VAT Opening (Sale) - PBZ-23-05335 - Agrofeed Kft.,1173
609234.0,VAT Opening (Sale) - PBZ-23-05594 - Déli-Farm Kft.,1174
733171.0,VAT Opening (Sale) - PBZ-23-05596 - Voltrack Energy Kft.,1175
9509760.0,VAT Opening (Sale) - PBZ-23-05681 - Mizsetáp Kft.,1176
9789693.0,VAT Opening (Sale) - PBZ-23-05685 - Y Takarmányipari Kft,1177
3106967.0,VAT Opening (Sale) - PBZ-23-05686 - Y Takarmányipari Kft,1178
9596392.0,VAT Opening (Sale) - PBZ-23-05687 - Monortáp Kft.,1179
3242607.0,VAT Opening (Sale) - PBZ-23-05689 - Cargill Takarmány Zrt.,1180
9349475.0,VAT Opening (Sale) - PBZ-23-05700 - Cargill Takarmány Zrt.,1181
2935567.0,VAT Opening (Sale) - PBZ-23-05702 - Kinizsi 2000 Zrt.,1182
2880995.0,VAT Opening (Sale) - PBZ-23-05714 - Agrofeed Kft.,1183
919453.0,VAT Opening (Sale) - PBZ-23-05720 - Agrofeed Kft.,1184
2971358.0,VAT Opening (Sale) - PBZ-23-05742 - Szombathelyi Tangazdaság Zrt.,1185
6025904.0,VAT Opening (Sale) - PBZ-23-05745 - Lajta-Hanság Zrt.,1186
2935567.0,VAT Opening (Sale) - PBZ-23-05792 - Kinizsi 2000 Zrt.,1187
2941780.0,VAT Opening (Sale) - PBZ-23-05793 - Kinizsi 2000 Zrt.,1188
8833764.0,VAT Opening (Sale) - PBZ-23-05841 - Hunland Production Kft,1189
2484496.0,VAT Opening (Sale) - PBZ-23-05853 - Pélpusztai Mg Kft.,1190
6005195.0,VAT Opening (Sale) - PBZ-23-05857 - All Feed Kft.,1191
7428078.0,VAT Opening (Sale) - PBZ-23-05878 - Zala-Cereália Kft.,1192
1328960.0,VAT Opening (Sale) - PBZ-23-05901 - Hunland Production Kft,1193
13837487.0,VAT Opening (Sale) - PBZ-23-05904 - Pélpusztai Mg Kft.,1194
267366013.0,VAT Opening (Sale) - PBZ-23-05946 - Landwärme CE Trading Kft.,1195
2342693.0,VAT Opening (Sale) - PBZ-23-06048 - Gyulai Agrár Zrt.,1196
3183877.0,VAT Opening (Sale) - PBZ-23-05619 - Aufwind Schmack Első Biogáz Szolgáltató Kft.,1197
114503.0,VAT Opening (Sale) - PBZ-23-06111 - Tiszamenti Milk kft,1198
3582048.0,VAT Opening (Sale) - PBZ-23-06010 - All Feed Kft.,1199
10184384.0,VAT Opening (Sale) - PBZ-23-06042 - Zala-Cereália Kft.,1200
1140676.0,VAT Opening (Sale) - PBZ-23-06050 - All Feed Kft.,1201
452679.0,VAT Opening (Sale) - PBZ-23-05929 - MERLIN BIOFŰTŐ Kft.,1202
1108862.0,VAT Opening (Sale) - PBZ-23-06112 - Ádány-Farm Kft,1203
1100226.0,VAT Opening (Sale) - PBZ-23-06117 - Ádány-Farm Kft,1204
9850209.0,VAT Opening (Sale) - PBZ-23-06001 - Gyermelyi Tojás Kft,1205
2406129.0,VAT Opening (Sale) - PBZ-23-06015 - Olivia Kft.,1206
2398395.0,VAT Opening (Sale) - PBZ-23-06026 - Encorn Trade Kft.,1207
10554919.0,VAT Opening (Sale) - PBZ-23-06065 - Monortáp Kft.,1208
1099680.0,VAT Opening (Sale) - PBZ-23-06066 - Olivia Kft.,1209
1132942.0,VAT Opening (Sale) - PBZ-23-06094 - Gyulai Agrár Zrt.,1210
3052877.0,VAT Opening (Sale) - PBZ-23-05336 - Agrofeed Kft.,1211
12451861.0,VAT Opening (Sale) - PBZ-23-05679 - Nagyhegyesi TAKARMÁNY Kft.,1212
43306023.0,VAT Opening (Sale) - PBZ-23-05682 - Bonafarm-Bábolna Takarmány Kft.,1213
2685796.0,VAT Opening (Sale) - PBZ-23-05693 - KALUTERM Kft.,1214
2755944.0,VAT Opening (Sale) - PBZ-23-05694 - Bonafarm-Bábolna Takarmány Kft.,1215
5652897.0,VAT Opening (Sale) - PBZ-23-05696 - Agrifirm Magyarország Zrt.,1216
12270943.0,VAT Opening (Sale) - PBZ-23-05698 - KALUTERM Kft.,1217
492455.0,VAT Opening (Sale) - PBZ-23-05734 - Agrofeed Kft.,1218
2760663.0,VAT Opening (Sale) - PBZ-23-05744 - Agrifirm Magyarország Zrt.,1219
4107574.0,VAT Opening (Sale) - PBZ-23-05749 - KEL-FEDER ZRT.,1220
4962243.0,VAT Opening (Sale) - PBZ-23-05883 - Duynie Kft.,1221
8736787.0,VAT Opening (Sale) - PBZ-23-05342 - Agrofeed Kft.,1222
2906573.0,VAT Opening (Sale) - PBZ-23-05350 - Agrofeed Kft.,1223
3027821.0,VAT Opening (Sale) - PBZ-23-05362 - Agrofeed Kft.,1224
19451930.0,VAT Opening (Sale) - PBZ-23-05365 - Neofeed Kft.,1225
2827858.0,VAT Opening (Sale) - PBZ-23-05388 - Agrofeed Kft.,1226
9647530.0,VAT Opening (Sale) - PBZ-23-05403 - Neofeed Kft.,1227
4376605.0,VAT Opening (Sale) - PBZ-23-05705 - Déli-Farm Kft.,1228
4951186.0,VAT Opening (Sale) - PBZ-23-05706 - Déli-Farm Kft.,1229
3358926.0,VAT Opening (Sale) - PBZ-23-05707 - Déli-Farm Kft.,1230
839407.0,VAT Opening (Sale) - PBZ-23-05709 - Voltrack Energy Kft.,1231
9732899.0,VAT Opening (Sale) - PBZ-23-05850 - Cargill Takarmány Zrt.,1232
5810220.0,VAT Opening (Sale) - PBZ-23-05854 - Szombathelyi Tangazdaság Zrt.,1233
3118691.0,VAT Opening (Sale) - PBZ-23-05864 - Lajta-Hanság Zrt.,1234
22541657.0,VAT Opening (Sale) - PBZ-23-05867 - Y Takarmányipari Kft,1235
2952077.0,VAT Opening (Sale) - PBZ-23-05874 - Szarvasi Agrár Zrt.,1236
2963403.0,VAT Opening (Sale) - PBZ-23-05884 - Monortáp Kft.,1237
7772616.0,VAT Opening (Sale) - PBZ-23-05906 - Agrofeed Kft.,1238
2978772.0,VAT Opening (Sale) - PBZ-23-05915 - Monortáp Kft.,1239
3064905.0,VAT Opening (Sale) - PBZ-23-05917 - Hidasháti Mezőgazdasági Zrt.,1240
6093435.0,VAT Opening (Sale) - PBZ-23-05995 - All Feed Kft.,1241
9816338.0,VAT Opening (Sale) - PBZ-23-06002 - HUNLAND FEED Kft.,1242
2578120.0,VAT Opening (Sale) - PBZ-23-06007 - Pélpusztai Mg Kft.,1243
7330491.0,VAT Opening (Sale) - PBZ-23-06008 - Zala-Cereália Kft.,1244
5738025.0,VAT Opening (Sale) - PBZ-23-06011 - Hunland Production Kft,1245
17260161.0,VAT Opening (Sale) - PBZ-23-06020 - Pélpusztai Mg Kft.,1246
1328357.0,VAT Opening (Sale) - PBZ-23-06021 - Hunland Production Kft,1247
9771278.0,VAT Opening (Sale) - PBZ-23-06064 - Y Takarmányipari Kft,1248
5902249.0,VAT Opening (Sale) - PBZ-23-06067 - Hunland Production Kft,1249
9598978.0,VAT Opening (Sale) - PBZ-23-06074 - HUNLAND FEED Kft.,1250
10319068.0,VAT Opening (Sale) - PBZ-23-06075 - HUNLAND FEED Kft.,1251
394941807.0,VAT Opening (Sale) - PBZ-23-05807 - MOL Nyrt.,1252
2363953.0,VAT Opening (Sale) - PBZ-23-06107 - Olivia Kft.,1253
9973056.0,VAT Opening (Sale) - PBZ-23-06110 - Zala-Cereália Kft.,1254
939222.0,VAT Opening (Sale) - PBZ-23-06116 - All Feed Kft.,1255
898931.0,VAT Opening (Sale) - PBZ-23-06118 - All Feed Kft.,1256
59998823.0,VAT Opening (Sale) - PBZ-23-06176 - MOL Nyrt.,1257
1409903.0,VAT Opening (Sale) - PBZ-23-06249 - Halas-Biomassza Kft,1258
9842144.0,VAT Opening (Sale) - PBZ-23-05985 - Bábolna Brojler Kft.,1259
6256277.0,VAT Opening (Sale) - PBZ-23-05988 - Bábolna Brojler Kft.,1260
903046.0,VAT Opening (Sale) - PBZ-23-06023 - MERLIN BIOFŰTŐ Kft.,1261
445122.0,VAT Opening (Sale) - PBZ-23-06076 - MERLIN BIOFŰTŐ Kft.,1262
1409795.0,VAT Opening (Sale) - PBZ-23-06096 - Hunland Production Kft,1263
13632246.0,VAT Opening (Sale) - PBZ-23-06097 - Pélpusztai Mg Kft.,1264
2560381.0,VAT Opening (Sale) - PBZ-23-06101 - Pélpusztai Mg Kft.,1265
5801754.0,VAT Opening (Sale) - PBZ-23-06102 - All Feed Kft.,1266
6061570.0,VAT Opening (Sale) - PBZ-23-06105 - Hunland Production Kft,1267
9219819.0,VAT Opening (Sale) - PBZ-23-06109 - HUNLAND FEED Kft.,1268
6213043.0,VAT Opening (Sale) - PBZ-23-05479 - Agrofeed Kft.,1269
3093466.0,VAT Opening (Sale) - PBZ-23-05485 - Agrofeed Kft.,1270
30472075.0,VAT Opening (Sale) - PBZ-23-05493 - Neofeed Kft.,1271
5971642.0,VAT Opening (Sale) - PBZ-23-05501 - Agrofeed Kft.,1272
31415893.0,VAT Opening (Sale) - PBZ-23-05840 - Bonafarm-Bábolna Takarmány Kft.,1273
12319942.0,VAT Opening (Sale) - PBZ-23-05871 - Nagyhegyesi TAKARMÁNY Kft.,1274
5697538.0,VAT Opening (Sale) - PBZ-23-05876 - Agrifirm Magyarország Zrt.,1275
8098098.0,VAT Opening (Sale) - PBZ-23-05926 - KALUTERM Kft.,1276
2475587.0,VAT Opening (Sale) - PBZ-23-06019 - Duynie Kft.,1277
2327926.0,VAT Opening (Sale) - PBZ-23-06035 - Duynie Kft.,1278
488188.0,VAT Opening (Sale) - PBZ-23-05886 - Voltrack Energy Kft.,1279
1509408.0,VAT Opening (Sale) - PBZ-23-05902 - Déli-Farm Kft.,1280
9966466.0,VAT Opening (Sale) - PBZ-23-05911 - Déli-Farm Kft.,1281
2987482.0,VAT Opening (Sale) - PBZ-23-06005 - Kinizsi 2000 Zrt.,1282
6089561.0,VAT Opening (Sale) - PBZ-23-06014 - Monortáp Kft.,1283
4828129.0,VAT Opening (Sale) - PBZ-23-06024 - Agrofeed Kft.,1284
15811877.0,VAT Opening (Sale) - PBZ-23-06030 - Y Takarmányipari Kft,1285
3188307.0,VAT Opening (Sale) - PBZ-23-06037 - Hidasháti Mezőgazdasági Zrt.,1286
1222126.0,VAT Opening (Sale) - PBZ-23-06054 - Agrofeed Kft.,1287
13110087.0,VAT Opening (Sale) - PBZ-23-06063 - Cargill Takarmány Zrt.,1288
2241690.0,VAT Opening (Sale) - PBZ-23-06082 - Agrofeed Kft.,1289
6288246.0,VAT Opening (Sale) - PBZ-23-06092 - Bábolna Brojler Kft.,1290
6200818.0,VAT Opening (Sale) - PBZ-23-06100 - Cargill Takarmány Zrt.,1291
3146793.0,VAT Opening (Sale) - PBZ-23-06103 - Monortáp Kft.,1292
6287734.0,VAT Opening (Sale) - PBZ-23-06104 - Y Takarmányipari Kft,1293
18871509.0,VAT Opening (Sale) - PBZ-23-05690 - Neofeed Kft.,1294
5637645.0,VAT Opening (Sale) - PBZ-23-05697 - Agrofeed Kft.,1295
14908378.0,VAT Opening (Sale) - PBZ-23-05727 - Agrofeed Kft.,1296
8403610.0,VAT Opening (Sale) - PBZ-23-05748 - Neofeed Kft.,1297
5645262.0,VAT Opening (Sale) - PBZ-23-05981 - Déli-Farm Kft.,1298
160147.0,VAT Opening (Sale) - PBZ-23-06018 - Voltrack Energy Kft.,1299
4264250.0,VAT Opening (Sale) - PBZ-23-06028 - Déli-Farm Kft.,1300
2695402.0,VAT Opening (Sale) - PBZ-23-06029 - Déli-Farm Kft.,1301
650352.0,VAT Opening (Sale) - PBZ-23-06055 - Déli-Farm Kft.,1302
2054728.0,VAT Opening (Sale) - PBZ-23-06072 - Déli-Farm Kft.,1303
